sourceKey,vertical,externalId,title,slug,category,shortTagline,description,priceMin,priceMax,currency,showPrice,timeline,materials,dimensions,status,featured,images,imageAlts,fields,seoTitle,seoDescription,url,firstSeen,lastSeen,contentHash
3dzone,3dprint,11993,WERKA 210-9071 Digital Vernier Caliper 200mm / 8&#8243;,werka-210-9071-digital-vernier-caliper-200mm-8-8243,Digital Caliper,,3-5 days to ship,9499,9499,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/210-9071.png,,"{""tags"":[],""attributes"":{},""categories"":[""Digital Caliper"",""3D Printer hardware"",""Mechanical""]}",,,https://3dzone.in/werka-210-9071-digital-vernier-caliper-200mm-8/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,1ad1b1371864b692
3dzone,3dprint,11985,Jetech &#8211; WIRE STRIPPER 5″ &#8211; WS-5,jetech-8211-wire-stripper-5-8211-ws-5,Wire Stripper and Cutter,,3-5 days to ship,999,999,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/jet-ws-5.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Wire Stripper and Cutter"",""3D Printer hardware"",""Mechanical""]}",,,https://3dzone.in/jetech-wire-stripper-5%e2%80%b3-ws-5/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,823e50239fe65e87
3dzone,3dprint,11982,JETECH BC-200 BOLT CUTTERS,jetech-bc-200-bolt-cutters,3D Printer hardware,,3-5 days to ship,2199,2199,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/bc-200.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""3D Printer hardware"",""Mechanical"",""Wire Stripper and Cutter""]}",,,https://3dzone.in/jetech-bc-200-bolt-cutters/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,ada07ad3c1e83389
3dzone,3dprint,11979,Jetech &#8211; Multifunction Wire Stripper &#8211; FWS-7,jetech-8211-multifunction-wire-stripper-8211-fws-7,3D Printer hardware,,3-5 days to ship,2299,2299,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/fws-7.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""3D Printer hardware"",""Mechanical"",""Wire Stripper and Cutter""]}",,,https://3dzone.in/jetech-multifunction-wire-stripper-fws-7/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,83b3f99c0bbbd2da
3dzone,3dprint,11976,Jetech &#8211; Diagonal Pliers With Bi-Colored Handle &#8211; DP-6,jetech-8211-diagonal-pliers-with-bi-colored-handle-8211-dp-6,3D Printer hardware,,3-5 days to ship,2599,2599,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/dp-6_1.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""3D Printer hardware"",""Mechanical"",""Wire Stripper and Cutter""]}",,,https://3dzone.in/jetech-diagonal-pliers-with-bi-colored-handle-dp-6/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,6e5201c0de4c555d
3dzone,3dprint,11970,Jetech &#8211; Diagonal Cutter &#8211; NP-5,jetech-8211-diagonal-cutter-8211-np-5,Wire Stripper and Cutter,,3-5 days to ship,2299,2299,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/np-5_1.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Wire Stripper and Cutter"",""3D Printer hardware"",""Mechanical""]}",,,https://3dzone.in/jetech-diagonal-cutter-np-5/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,91623a666c9fc682
3dzone,3dprint,11514,Precision Shim – M5 6x3x0.5mm,precision-shim-m5-6x3x0-5mm,Hardware,,M5 precision Shim . These shims are suitable for use with all our M5 hardware . They are inexpensive enough to use as a washer on any of your projects. These little shims have a 0.75mm wall and so are exceptionally thin and great for precision builds. Specifications: OD: 6mm ID: 3mm Thickness: 0.5mm,0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/SHIM-PREC-5651-03-NWM.png,,"{""tags"":[],""attributes"":{},""categories"":[""Hardware"",""Mechanical"",""Shim""]}",,,https://3dzone.in/precision-shim-m5-6x3x0-5mm/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,6428baf398f80580
3dzone,3dprint,11510,Precision Shim – M5 6.5x5x1mm,precision-shim-m5-6-5x5x1mm,Shim,,M5 precision Shim . These shims are suitable for use with all our M5 hardware . They are inexpensive enough to use as a washer on any of your projects. These little shims have a 0.75mm wall and so are exceptionally thin and great for precision builds. Specifications: OD: 6.5mm ID: 5mm Thickness: 1mm,0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/12/SHIM-PREC-5651-03-NWM.png,,"{""tags"":[],""attributes"":{},""categories"":[""Shim"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/precision-shim-m5-6-5x5x1mm/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,dbb838ae591bcd9c
3dzone,3dprint,11367,GE5C Spherical Bearings,ge5c-spherical-bearings,Hardware,,3-5 days to ship Pack of 10,2299,2299,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/He74fa76806074c89b3b1208aae7a2614p.jpg_960x960.webp | https://3dzone.in/wp-content/uploads/2022/11/Hec7a6eb2c8a14155b31b7dbfb0b9cafeo.jpg_960x960.webp | https://3dzone.in/wp-content/uploads/2022/11/Hd6f1db2838c74885803a29ba6f5ff88aX.jpg_960x960.webp,|  |,"{""tags"":[],""attributes"":{},""categories"":[""Hardware"",""Bearings"",""Mechanical""]}",,,https://3dzone.in/ge5c-spherical-bearings/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,ba05f678c0794048
3dzone,3dprint,11364,625 2RS Bearing 5*16*5mm,625-2rs-bearing-5-16-5mm,Hardware,,3-5 days to ship Pack of 10,399,399,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/Hf44c0b3147444a2296833eef4ad3939as.jpg_960x960.webp,,"{""tags"":[],""attributes"":{},""categories"":[""Hardware"",""Bearings"",""Mechanical""]}",,,https://3dzone.in/625-2rs-bearing-5165mm/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,1fd01b80fd45a072
3dzone,3dprint,11362,F695 2RS bearing 5x13x4mm,f695-2rs-bearing-5x13x4mm,Hardware,,3-5 days to ship Pack of 10,1399,1399,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/H729e218bbf354710b2428a3a8872948af.jpg_960x960.webp,,"{""tags"":[],""attributes"":{},""categories"":[""Hardware"",""Bearings"",""Mechanical""]}",,,https://3dzone.in/f695-2rs-bearing-5x13x4mm/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,855bfe139b40a50c
3dzone,3dprint,11355,F695 bearing 5x13x4mm,f695-bearing-5x13x4mm,Hardware,,"Essential details Type: BALL Structure: Deep Groove Applicable Industries: Building Material Shops, Printing Shops, Farms, Construction works , Garment Shops, Restaurant, Advertising Company, Machinery Repair Shops, Food & Beverage Shops, Food Shop, Retail, Energy & Mining, Manufacturing Plant, Food & Beverage Factory, Hotels, Home Use Bore Size: 5 &#8211; 5.005 Model Number: F695-2RS Precision Rating: P6 Seals Type: 2RS Number of Row: Single row Place of Origin: Jiangsu, China Bearing type: Deep groove ball bearing Application: Machinery Bore size: 5mm Bearing size: 5x13x4mm Bearing material: Chrome steel Precision: P0,P6 Number of rows: Single Bearing weight: 0.0023kgs",0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/H729e218bbf354710b2428a3a8872948af.jpg_960x960.webp,,"{""tags"":[],""attributes"":{},""categories"":[""Hardware"",""Bearings"",""Mechanical""]}",,,https://3dzone.in/f695-bearing-5x13x4mm/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,49a62973322fa25a
3dzone,3dprint,11351,F623 RS Bearing 3x10x4 mm,f623-rs-bearing-3x10x4-mm,Mechanical,,3-5 days to ship Pack of 10,1999,1999,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/H0e66ee9f9c7b458b954870d9d7e301063.jpg_960x960.webp,,"{""tags"":[],""attributes"":{},""categories"":[""Mechanical"",""Bearings"",""Hardware""]}",,,https://3dzone.in/f623-rs-bearing-3x10x4-mm/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,46c25e37fda0d039
3dzone,3dprint,11346,MR85 Bearings,mr85-bearings,Hardware,,3-5 days to ship Pack of 10,699,699,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/MR85ZZ_Web.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Hardware"",""Bearings"",""Mechanical""]}",,,https://3dzone.in/mr85-bearings/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,973e20756ad5b762
3dzone,3dprint,11333,M4 Knurled Nut,m4-knurled-nut,Fastners,,,0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/t-nuts-m4-knurled-nut-din-466-b-4stk.png,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m4-knurled-nut/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,8e4011aec21b1b72
3dzone,3dprint,11331,M5 Hexnut,m5-hexnut,Fastners,,Units: Metric Category: Nuts Subcategory: Hex nuts Material: Steel Plating: Zinc Grade: Class 8.8 Thread direction: Right hand Thread density: Coarse Diameter: 5mm Thread pitch: 0.8mm Width across the flats: 8mm Width across the flats Min: 7.78mm Width across the flats Max: 8.00mm Height: 4mm Height Min: 3.70mm Height Max: 4.00mm,0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/90591A250p1-b01-digitall@2x_636713274641350000.png,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m5-hexnut/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,37879749461b10e6
3dzone,3dprint,11328,M3 Hexnut,m3-hexnut,Fastners,,"Material Zinc-Plated Steel Fastener Strength Grade/Class Class 8 Thread Size M3 Pitch 0.5 mm Type Metric Spacing Coarse Fit Class 6H Direction Right Hand Width 5.5 mm Height 2.4 mm Specifications Met DIN 934 Drive Style External Hex Nut Type Hex Hex Nut Profile Standard System of Measurement Metric RoHS RoHS 3 (2015/863/EU) Compliant REACH REACH (EC 1907/2006) (06/10/2022, 224 SVHC) Compliant DFARS Not Specialty Metals Compliant Country of Origin Belgium, France, Germany, India, Indonesia, Italy, Japan, Malaysia, Peoples Republic Of China, Philippines, Poland, South Korea, Switzerland, Taiwan, Thailand, or Vietnam Schedule B 731816.0000 ECCN EAR99",0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/90591A250p1-b01-digitall@2x_636713274641350000.png,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-hexnut/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,fab6f5cd2403dbe6
3dzone,3dprint,11317,M3 Roll-in T Nut,m3-roll-in-t-nut,Fastners,,T-Nut &#8211; Roll In &#8211; 30 Series &#8211; 8mm Slot Width &#8211; M3 Threads Sold each. To be installed during assembly &#8211; ball spring detent keeps T-nut in desired position. Extrusion Series: 30(mm) Slot Size: 8mm Thread Size: M3x0.5 Material: Steel,0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/t-nut-roll-in-30-series-8mm-slot-width-m3-threads.webp | https://3dzone.in/wp-content/uploads/2022/11/t-nut-roll-in-30-series-8mm-slot-width-m3-threads-1-1.webp,|,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-roll-in-t-nut/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,5a4cd05b4e838b7c
3dzone,3dprint,11314,M3 T Hammer Nuts,m3-t-hammer-nuts,Fastners,,"Material Aluminum, Steel Fastener Type Tee Thread Size M3 Exterior Finish Aluminum,Nickel Plated,Carbon Steel Metal Type Aluminum, Carbon Steel, Nickel",0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/81YYXZ51xHL._AC_SX466_.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-t-hammer-nuts/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,d1054b444a7a66dd
3dzone,3dprint,11310,"Metric hex nylon insert lock nuts, Stainless steel 18-8 (A-2), 3mm x 0.5mm",metric-hex-nylon-insert-lock-nuts-stainless-steel-18-8-a-2-3mm-x-0-5mm,Fastners,,3-5 days to ship Pack of 10,99,99,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/hex-nylock-nut.gif,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/metric-hex-nylon-insert-lock-nuts-stainless-steel-18-8-a-2-3mm-x-0-5mm/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,67087bbab6dbce30
3dzone,3dprint,11307,M2 Hex nut,m2-hex-nut,Mechanical,,3-5 days to ship Packed of 10,499,499,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/hex-nut.gif,,"{""tags"":[],""attributes"":{},""categories"":[""Mechanical"",""Fastners"",""Hardware""]}",,,https://3dzone.in/m2-hex-nut/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,1341ad41e626284b
3dzone,3dprint,11124,M2 x 10 mm Button Head Cap Screw,m2-x-10-mm-button-head-cap-screw,Fastners,,"Material Zinc-Plated Steel Screw Size M2 Length 10 mm Head, mm Diameter 4 Height 1.6 Drive Size IP6, T6 Drive Style Torx Plus Drill Bit Size No. 51 Drill Bit Decimal Size Equivalent 0.067&#8243; Approximate Thread Pitch 0.79 mm Thread Direction Right Hand Threading Fully Threaded Tapping Method Thread Forming Tapping Screw Type TRS Head Type Rounded Rounded Head Profile Standard Rounded Head Style Pan Tip Type Blunt Shank Cross Section Tri-Lobe System of Measurement Metric For Use In Plastic RoHS RoHS 3 (2015/863/EU) Compliant REACH REACH (EC 1907/2006) (07/08/2021, 219 SVHC) Compliant DFARS Specialty Metals COTS-Exempt Country of Origin United States USMCA Qualifying No Schedule B 731814.0000 ECCN EAR99",0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/99397A267Polished-Steelnegative_right_positive_front_standard15_1605755021_840@1x_637413302973089070.png,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m2-x-10-mm-button-head-cap-screw/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,70c8c11eaa498cd1
3dzone,3dprint,11286,M3 X 25mm Socket Head Cap Screw,m3-x-25mm-socket-head-cap-screw,Fastners,,3-5 days to ship Pack of 10,99,99,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/0014739_m3-x-25mm-socket-head-cap-screw-pack-of-50.png,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-x-25mm-socket-head-cap-screw/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,fbd7794a52673864
3dzone,3dprint,11281,"M3 x 25mm long, Steel Flat Head Socket Cap Screw",m3-x-25mm-long-steel-flat-head-socket-cap-screw,Fastners,,3-5 days to ship Pack of 10,399,399,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/s-l500-3.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-x-25mm-long-steel-flat-head-socket-cap-screw/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,bc83084401602667
3dzone,3dprint,11278,"M3 x 30mm long, Steel Flat Head Socket Cap Screw",m3-x-30mm-long-steel-flat-head-socket-cap-screw,Fastners,,3-5 days to ship Pack of 10,399,399,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/s-l500-3.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-x-30mm-long-steel-flat-head-socket-cap-screw/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,f9e6f3aa2f5f99df
3dzone,3dprint,11276,"M3 x 40mm long, Steel Flat Head Socket Cap Screw",m3-x-40mm-long-steel-flat-head-socket-cap-screw,Fastners,,Material Alloy Steel Drive System Hex Socket Head Style Flat Item Dimensions LxWxH 1.57 x 0.24 x 1.57 inches Exterior Finish Black Oxide,0,0,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/s-l500-1.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-x-40mm-long-steel-flat-head-socket-cap-screw/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,170364a55bb94cdb
3dzone,3dprint,11274,M3 x 30mm Button Head Cap Screw,m3-x-30mm-button-head-cap-screw,Fastners,,3-5 days to ship Pack of 10,199,199,INR,TRUE,,,,out_of_stock,,https://3dzone.in/wp-content/uploads/2022/11/M3X12MM_BHS__09474.jpg,,"{""tags"":[],""attributes"":{},""categories"":[""Fastners"",""Hardware"",""Mechanical""]}",,,https://3dzone.in/m3-x-30mm-button-head-cap-screw/,2026-07-08T05:50:33.526Z,2026-07-08T05:50:33.526Z,ce1206beae34b1e7
